,mof,conc,p,ad,q,std,heat,vdw,coul,status
235,COGWEB_clean_min_charges,0_0.05,1300,methanol,,,,,,Nosubmission
236,COGWEB_clean_min_charges,0_0.05,1450,methanol,,,,,,Nosubmission
237,COGWEB_clean_min_charges,0_0.05,1600,methanol,,,,,,Nosubmission
238,COGWEB_clean_min_charges,0_0.05,1684,methanol,,,,,,Nosubmission
239,COGWEB_clean_min_charges,0_0.05,1700,methanol,,,,,,Nosubmission
240,COGWEB_clean_min_charges,1_0.16,1,CO2,0.000195513,1.59288e-05,-33.84854,-14.950020,-2.89727,finished
241,COGWEB_clean_min_charges,1_0.16,10,CO2,0.001984904,5.22738e-05,-33.89115,-152.064664,-29.33546,finished
242,COGWEB_clean_min_charges,1_0.16,100,CO2,0.0196909081,0.0001365982,-33.98278,-1517.277223,-290.76062,finished
243,COGWEB_clean_min_charges,1_0.16,1000,CO2,0.1822978137,0.0020184013,-33.45037,-13886.810384,-2666.35768,finished
244,COGWEB_clean_min_charges,1_0.16,5000,CO2,0.7213769429,0.0096788583,-31.92179,-53584.848113,-10236.52458,finished
245,COGWEB_clean_min_charges,1_0.16,10000,CO2,1.156487893,0.0096265252,-30.60171,-83638.583031,-15810.65540,finished
246,COGWEB_clean_min_charges,1_0.16,25000,CO2,2.0278386114,0.0097929792,-28.49606,-139766.291633,-25531.94158,finished
247,COGWEB_clean_min_charges,1_0.16,50000,CO2,2.9218137873,0.0,,,,run
248,COGWEB_clean_min_charges,1_0.16,66700,CO2,3.3443808602,0.0,,,,run
249,COGWEB_clean_min_charges,1_0.16,75000,CO2,3.5279498542,0.0,,,,run
250,COGWEB_clean_min_charges,1_0.16,100000,CO2,3.9814450004,0.0,,,,run
251,COGWEB_clean_min_charges,1_0.16,250000,CO2,5.9124,0.0,,,,init
252,COGWEB_clean_min_charges,1_0.16,500000,CO2,5.8274,0.0,,,,init
253,COGWEB_clean_min_charges,1_0.16,750000,CO2,6.6509,0.0,,,,init
254,COGWEB_clean_min_charges,1_0.16,1000000,CO2,6.8527,0.0,,,,init
255,COGWEB_clean_min_charges,1_0.16,1,methanol,0.02169685,0.0026779855,-57.58631,-1198.945340,-2366.68204,finished
256,COGWEB_clean_min_charges,1_0.16,10,methanol,0.1788985234,0.0191907452,-56.17239,-9865.647254,-19328.90150,finished
257,COGWEB_clean_min_charges,1_0.16,100,methanol,0.6941111029,0.018236014,-47.9026,-38074.105935,-62245.81547,finished
258,COGWEB_clean_min_charges,1_0.16,200,methanol,4.7625150589,0.0,,,,run
259,COGWEB_clean_min_charges,1_0.16,300,methanol,6.8637,0.0,,,,init
260,COGWEB_clean_min_charges,1_0.16,400,methanol,7.5245,0.0,,,,init
261,COGWEB_clean_min_charges,1_0.16,500,methanol,-1.004,0.0,,,,init
262,COGWEB_clean_min_charges,1_0.16,750,methanol,-0.9628,0.0,,,,init
263,COGWEB_clean_min_charges,1_0.16,1000,methanol,-1.211,0.0,,,,init
264,COGWEB_clean_min_charges,1_0.16,1150,methanol,-0.9215,0.0,,,,init
265,COGWEB_clean_min_charges,1_0.16,1300,methanol,-1.087,0.0,,,,init
266,COGWEB_clean_min_charges,1_0.16,1450,methanol,-1.005,0.0,,,,init
267,COGWEB_clean_min_charges,1_0.16,1600,methanol,-1.0061,0.0,,,,init
268,COGWEB_clean_min_charges,1_0.16,1684,methanol,-1.0072,0.0,,,,init
269,COGWEB_clean_min_charges,1_0.16,1700,methanol,-1.1737,0.0,,,,init
270,COGWEB_clean_min_charges,0_0.04,1,CO2,0.0001005455,5.9611e-06,-29.97814,-4.219175,-1.22040,finished
271,COGWEB_clean_min_charges,0_0.04,10,CO2,0.0010518196,2.07647e-05,-29.81298,-43.949777,-12.59867,finished
272,COGWEB_clean_min_charges,0_0.04,100,CO2,0.0101524333,0.0001710229,-29.76995,-423.821820,-121.84504,finished
273,COGWEB_clean_min_charges,0_0.04,1000,CO2,0.0966618309,0.0011890029,-29.38572,-4014.123944,-1140.46352,finished
274,COGWEB_clean_min_charges,0_0.04,5000,CO2,0.3929252875,0.0043514084,-27.5003,-15957.266030,-4279.34060,finished
275,COGWEB_clean_min_charges,0_0.04,10000,CO2,0.6660590057,0.0042813461,-25.86541,-26416.770090,-6636.63479,finished
276,COGWEB_clean_min_charges,0_0.04,25000,CO2,1.2670222239,0.0043127163,-23.63865,-47986.586332,-10541.96255,finished
277,COGWEB_clean_min_charges,0_0.04,50000,CO2,2.1007790481,0.0047260717,-22.94606,-75996.837851,-14282.55075,finished
278,COGWEB_clean_min_charges,0_0.04,66700,CO2,2.6381724961,0.0111274091,-23.06926,-93552.093916,-16411.18057,finished
279,COGWEB_clean_min_charges,0_0.04,75000,CO2,2.8835541072,0.0146842026,-23.16061,-101460.913511,-17309.55639,finished
280,COGWEB_clean_min_charges,0_0.04,100000,CO2,3.5942737173,0.0134235552,-23.51171,-124169.266157,-19865.85707,finished
281,COGWEB_clean_min_charges,0_0.04,250000,CO2,6.5692421196,0.0,,,,run
282,COGWEB_clean_min_charges,0_0.04,500000,CO2,8.6268,0.0,,,,init
283,COGWEB_clean_min_charges,0_0.04,750000,CO2,9.9625,0.0,,,,init
284,COGWEB_clean_min_charges,0_0.04,1000000,CO2,10.8667,0.0,,,,init
285,COGWEB_clean_min_charges,0_0.04,1,methanol,0.000838327,8.55444e-05,-38.89121,-29.242899,-32.84342,finished
286,COGWEB_clean_min_charges,0_0.04,10,methanol,0.0083680601,0.0003298977,-39.26305,-292.465889,-332.80443,finished
287,COGWEB_clean_min_charges,0_0.04,100,methanol,0.0901506305,0.00802408,-39.62665,-3121.078496,-3390.32708,finished
288,COGWEB_clean_min_charges,0_0.04,200,methanol,0.1996192357,0.0152054558,-40.15914,-6839.473977,-6983.20323,finished
289,COGWEB_clean_min_charges,0_0.04,300,methanol,0.4127714604,0.1053546061,-42.87443,-13926.937447,-11603.42806,finished
290,COGWEB_clean_min_charges,0_0.04,400,methanol,0.5680056941,0.0765767429,-42.30646,-18985.647378,-16267.45794,finished
291,COGWEB_clean_min_charges,0_0.04,500,methanol,1.0277658086,0.245809085,-44.13581,-33796.593206,-24111.18160,finished
292,COGWEB_clean_min_charges,0_0.04,750,methanol,4.2092969977,0.3921515721,-46.08547,-132716.866438,-66926.90388,finished
293,COGWEB_clean_min_charges,0_0.04,1000,methanol,6.4325480703,0.0,,,,run
294,COGWEB_clean_min_charges,0_0.04,1150,methanol,7.5569110291,0.0,,,,run
295,COGWEB_clean_min_charges,0_0.04,1300,methanol,8.284052082,0.0,,,,run
296,COGWEB_clean_min_charges,0_0.04,1450,methanol,9.9348,0.0,,,,init
297,COGWEB_clean_min_charges,0_0.04,1600,methanol,9.7508,0.0,,,,init
298,COGWEB_clean_min_charges,0_0.04,1684,methanol,10.0574,0.0,,,,init
299,COGWEB_clean_min_charges,0_0.04,1700,methanol,9.7508,0.0,,,,init
300,COGWEB_clean_min_charges,1_0.08,1,CO2,0.000114602,2.02207e-05,-30.18744,-4.956587,-1.44128,finished
301,COGWEB_clean_min_charges,1_0.08,10,CO2,0.0011478163,3.34896e-05,-30.1908,-49.636327,-14.42921,finished
302,COGWEB_clean_min_charges,1_0.08,100,CO2,0.0112823319,0.0002890584,-30.07488,-486.218355,-141.12565,finished
303,COGWEB_clean_min_charges,1_0.08,1000,CO2,0.1069597496,0.0010465289,-29.69031,-4593.348203,-1319.16603,finished
304,COGWEB_clean_min_charges,1_0.08,5000,CO2,0.4384808997,0.003267864,-28.0663,-18471.609762,-5063.90761,finished
305,COGWEB_clean_min_charges,1_0.08,10000,CO2,0.7410225001,0.0046218639,-26.44979,-30577.688691,-7961.76057,finished
306,COGWEB_clean_min_charges,1_0.08,25000,CO2,1.3609280543,0.0052644031,-24.03392,-53810.166020,-12368.63248,finished
307,COGWEB_clean_min_charges,1_0.08,50000,CO2,2.2087681798,0.0103362332,-23.14491,-83252.257187,-16423.93438,finished
308,COGWEB_clean_min_charges,1_0.08,66700,CO2,2.717812417,0.0072616438,-23.26813,-100331.981494,-18557.15876,finished
309,COGWEB_clean_min_charges,1_0.08,75000,CO2,2.9651200128,0.0078930282,-23.27923,-108503.404608,-19526.23950,finished
310,COGWEB_clean_min_charges,1_0.08,100000,CO2,3.6456407132,0.0107877275,-23.53968,-130645.223142,-22009.28678,finished
311,COGWEB_clean_min_charges,1_0.08,250000,CO2,6.5172011936,0.0,,,,run
312,COGWEB_clean_min_charges,1_0.08,500000,CO2,8.6089,0.0,,,,init
313,COGWEB_clean_min_charges,1_0.08,750000,CO2,9.9161,0.0,,,,init
314,COGWEB_clean_min_charges,1_0.08,1000000,CO2,9.7238,0.0,,,,init
315,COGWEB_clean_min_charges,1_0.08,1,methanol,0.0010133893,8.79423e-05,-40.2205,-35.757676,-43.85150,finished
316,COGWEB_clean_min_charges,1_0.08,10,methanol,0.0094978911,0.0006788749,-39.96007,-337.461996,-398.75643,finished
317,COGWEB_clean_min_charges,1_0.08,100,methanol,0.1032717325,0.0053289094,-40.47768,-3609.478379,-4202.72174,finished
318,COGWEB_clean_min_charges,1_0.08,200,methanol,0.2258221156,0.0091737775,-41.01478,-7844.588375,-8584.81798,finished
319,COGWEB_clean_min_charges,1_0.08,300,methanol,0.3979441374,0.1206890211,-42.15626,-13672.496556,-13244.24015,finished
320,COGWEB_clean_min_charges,1_0.08,400,methanol,0.7454308877,0.0971187415,-43.38553,-25181.340209,-21680.87461,finished
321,COGWEB_clean_min_charges,1_0.08,500,methanol,1.2526867782,0.146025937,-43.81381,-41683.263330,-28897.60281,finished
322,COGWEB_clean_min_charges,1_0.08,750,methanol,4.8536856096,0.0,,,,run
323,COGWEB_clean_min_charges,1_0.08,1000,methanol,7.6729198289,0.0,,,,run
324,COGWEB_clean_min_charges,1_0.08,1150,methanol,7.9844660721,0.0,,,,run
325,COGWEB_clean_min_charges,1_0.08,1300,methanol,8.2183033236,0.0,,,,run
326,COGWEB_clean_min_charges,1_0.08,1450,methanol,8.6833,0.0,,,,init
327,COGWEB_clean_min_charges,1_0.08,1600,methanol,8.9827,0.0,,,,init
328,COGWEB_clean_min_charges,1_0.08,1684,methanol,9.5815,0.0,,,,init
329,COGWEB_clean_min_charges,1_0.08,1700,methanol,9.5216,0.0,,,,init
330,COGWEB_clean_min_charges,0_0.08,1,CO2,8.44571e-05,3.8821e-06,-28.88655,-3.233140,-0.89588,finished
331,COGWEB_clean_min_charges,0_0.08,10,CO2,0.0007943648,2.43515e-05,-29.33635,-30.864799,-8.67296,finished
332,COGWEB_clean_min_charges,0_0.08,100,CO2,0.00812426,0.0001217187,-29.31448,-315.347928,-88.55219,finished
333,COGWEB_clean_min_charges,0_0.08,1000,CO2,0.0758557726,0.0009640434,-28.73621,-2925.241251,-806.34636,finished
334,COGWEB_clean_min_charges,0_0.08,5000,CO2,0.3142210407,0.0049286753,-26.69849,-11807.590923,-3069.34662,finished
335,COGWEB_clean_min_charges,0_0.08,10000,CO2,0.5406362467,0.002054709,-24.90046,-19773.035871,-4812.63132,finished
336,COGWEB_clean_min_charges,0_0.08,25000,CO2,1.0563313377,0.0033298829,-22.73234,-36621.190092,-7703.65930,finished
337,COGWEB_clean_min_charges,0_0.08,50000,CO2,1.7589905541,0.0061707824,-21.97522,-58141.640879,-10552.85169,finished
338,COGWEB_clean_min_charges,0_0.08,66700,CO2,2.2332816399,0.001858067,-22.00642,-72306.050365,-12336.26729,finished
339,COGWEB_clean_min_charges,0_0.08,75000,CO2,2.4658574628,0.0074146313,-22.17169,-79134.883937,-13137.50367,finished
340,COGWEB_clean_min_charges,0_0.08,100000,CO2,3.1346862439,0.0077345692,-22.37154,-98540.449528,-15406.35689,finished
341,COGWEB_clean_min_charges,0_0.08,250000,CO2,6.3068225564,0.0,,,,run
342,COGWEB_clean_min_charges,0_0.08,500000,CO2,9.5574654667,0.0,,,,run
343,COGWEB_clean_min_charges,0_0.08,750000,CO2,11.366,0.0,,,,init
344,COGWEB_clean_min_charges,0_0.08,1000000,CO2,12.6503,0.0,,,,init
345,COGWEB_clean_min_charges,0_0.08,1,methanol,0.0006395954,0.000105022,-38.8957,-20.668745,-23.73810,finished
346,COGWEB_clean_min_charges,0_0.08,10,methanol,0.0069887796,0.0001944524,-39.46554,-225.969342,-266.57328,finished
347,COGWEB_clean_min_charges,0_0.08,100,methanol,0.0761187259,0.0032854367,-40.00519,-2446.126679,-2756.46371,finished
348,COGWEB_clean_min_charges,0_0.08,200,methanol,0.1586805519,0.0198839197,-40.24696,-5049.821919,-5389.72993,finished
349,COGWEB_clean_min_charges,0_0.08,300,methanol,0.2790091388,0.0505368127,-41.22188,-8802.644762,-8648.44380,finished
350,COGWEB_clean_min_charges,0_0.08,400,methanol,0.4272255773,0.076737392,-41.75139,-13236.780633,-12431.47453,finished
351,COGWEB_clean_min_charges,0_0.08,500,methanol,0.7720119047,0.2117435367,-44.34077,-23838.272044,-17415.86192,finished
352,COGWEB_clean_min_charges,0_0.08,750,methanol,2.2821125533,0.447745776,-45.57129,-67823.674318,-38650.29184,finished
353,COGWEB_clean_min_charges,0_0.08,1000,methanol,4.2933762501,0.5102943623,-45.83313,-125222.769763,-61396.00865,finished
354,COGWEB_clean_min_charges,0_0.08,1150,methanol,5.1886819904,0.2195911989,-45.90591,-149431.456246,-70752.34112,finished
355,COGWEB_clean_min_charges,0_0.08,1300,methanol,6.9396538234,0.0,,,,run
356,COGWEB_clean_min_charges,0_0.08,1450,methanol,9.4123279547,0.0,,,,run
357,COGWEB_clean_min_charges,0_0.08,1600,methanol,10.5409806222,0.0,,,,run
358,COGWEB_clean_min_charges,0_0.08,1684,methanol,10.5068868622,0.0,,,,run
359,COGWEB_clean_min_charges,0_0.08,1700,methanol,9.5266541136,0.0,,,,run
360,COGWEB_clean_min_charges,1_0.05,1,CO2,,,,,,Nosubmission
361,COGWEB_clean_min_charges,1_0.05,10,CO2,,,,,,Nosubmission
362,COGWEB_clean_min_charges,1_0.05,100,CO2,,,,,,Nosubmission
363,COGWEB_clean_min_charges,1_0.05,1000,CO2,,,,,,Nosubmission
364,COGWEB_clean_min_charges,1_0.05,5000,CO2,,,,,,Nosubmission
365,COGWEB_clean_min_charges,1_0.05,10000,CO2,,,,,,Nosubmission
366,COGWEB_clean_min_charges,1_0.05,25000,CO2,,,,,,Nosubmission
367,COGWEB_clean_min_charges,1_0.05,50000,CO2,,,,,,Nosubmission
368,COGWEB_clean_min_charges,1_0.05,66700,CO2,,,,,,Nosubmission
369,COGWEB_clean_min_charges,1_0.05,75000,CO2,,,,,,Nosubmission
370,COGWEB_clean_min_charges,1_0.05,100000,CO2,,,,,,Nosubmission
371,COGWEB_clean_min_charges,1_0.05,250000,CO2,,,,,,Nosubmission
372,COGWEB_clean_min_charges,1_0.05,500000,CO2,,,,,,Nosubmission
373,COGWEB_clean_min_charges,1_0.05,750000,CO2,,,,,,Nosubmission
374,COGWEB_clean_min_charges,1_0.05,1000000,CO2,,,,,,Nosubmission
375,COGWEB_clean_min_charges,1_0.05,1,methanol,,,,,,Nosubmission
376,COGWEB_clean_min_charges,1_0.05,10,methanol,,,,,,Nosubmission
377,COGWEB_clean_min_charges,1_0.05,100,methanol,,,,,,Nosubmission
378,COGWEB_clean_min_charges,1_0.05,200,methanol,,,,,,Nosubmission
379,COGWEB_clean_min_charges,1_0.05,300,methanol,,,,,,Nosubmission
380,COGWEB_clean_min_charges,1_0.05,400,methanol,,,,,,Nosubmission
381,COGWEB_clean_min_charges,1_0.05,500,methanol,,,,,,Nosubmission
382,COGWEB_clean_min_charges,1_0.05,750,methanol,,,,,,Nosubmission
383,COGWEB_clean_min_charges,1_0.05,1000,methanol,,,,,,Nosubmission
384,COGWEB_clean_min_charges,1_0.05,1150,methanol,,,,,,Nosubmission
385,COGWEB_clean_min_charges,1_0.05,1300,methanol,,,,,,Nosubmission
386,COGWEB_clean_min_charges,1_0.05,1450,methanol,,,,,,Nosubmission
387,COGWEB_clean_min_charges,1_0.05,1600,methanol,,,,,,Nosubmission
388,COGWEB_clean_min_charges,1_0.05,1684,methanol,,,,,,Nosubmission
389,COGWEB_clean_min_charges,1_0.05,1700,methanol,,,,,,Nosubmission
390,COGWEB_clean_min_charges,1_0.02,1,CO2,0.0001174465,7.6191e-06,-30.04139,-7.799154,-2.20756,finished
391,COGWEB_clean_min_charges,1_0.02,10,CO2,0.0011850022,2.89426e-05,-29.97823,-78.284571,-22.34852,finished
392,COGWEB_clean_min_charges,1_0.02,100,CO2,0.0116741685,0.0002091451,-29.97115,-770.684275,-220.94436,finished
393,COGWEB_clean_min_charges,1_0.02,1000,CO2,0.1089070979,0.0014813961,-29.4464,-7143.619640,-2007.30033,finished
394,COGWEB_clean_min_charges,1_0.02,5000,CO2,0.4500071893,0.0027526767,-27.89023,-28954.500027,-7737.15520,finished
395,COGWEB_clean_min_charges,1_0.02,10000,CO2,0.7540180989,0.004708677,-26.30181,-47598.718755,-12038.78913,finished
396,COGWEB_clean_min_charges,1_0.02,25000,CO2,1.4366175329,0.0046841551,-24.07395,-86866.359577,-19181.01633,finished
397,COGWEB_clean_min_charges,1_0.02,50000,CO2,2.3810169461,0.0,,,,run
398,COGWEB_clean_min_charges,1_0.02,66700,CO2,2.9579107805,0.0,,,,run
399,COGWEB_clean_min_charges,1_0.02,75000,CO2,3.2190388277,0.0,,,,run
400,COGWEB_clean_min_charges,1_0.02,100000,CO2,3.9814347898,0.0,,,,run
401,COGWEB_clean_min_charges,1_0.02,250000,CO2,7.7791,0.0,,,,init
402,COGWEB_clean_min_charges,1_0.02,500000,CO2,8.2973,0.0,,,,init
403,COGWEB_clean_min_charges,1_0.02,750000,CO2,10.1014,0.0,,,,init
404,COGWEB_clean_min_charges,1_0.02,1000000,CO2,9.835,0.0,,,,init
405,COGWEB_clean_min_charges,1_0.02,1,methanol,0.0009127298,7.19003e-05,-39.38986,-51.301119,-55.95977,finished
406,COGWEB_clean_min_charges,1_0.02,10,methanol,0.0092764574,0.0003204596,-39.3537,-518.246017,-568.45540,finished
407,COGWEB_clean_min_charges,1_0.02,100,methanol,0.102157868,0.0052496011,-39.81103,-5677.160102,-5961.64925,finished
408,COGWEB_clean_min_charges,1_0.02,200,methanol,0.2420639844,0.0308316225,-41.41157,-13264.508836,-12847.19661,finished
409,COGWEB_clean_min_charges,1_0.02,300,methanol,0.3859789821,0.0467658252,-41.64779,-20823.951878,-19645.63292,finished
410,COGWEB_clean_min_charges,1_0.02,400,methanol,0.8118653792,0.1179692957,-44.31394,-42789.404813,-32565.66805,finished
411,COGWEB_clean_min_charges,1_0.02,500,methanol,1.3639594184,0.4948731641,-44.42441,-70765.672089,-46783.40188,finished
412,COGWEB_clean_min_charges,1_0.02,750,methanol,6.8294,0.0,,,,init
413,COGWEB_clean_min_charges,1_0.02,1000,methanol,8.0002,0.0,,,,init
414,COGWEB_clean_min_charges,1_0.02,1150,methanol,8.3514,0.0,,,,init
415,COGWEB_clean_min_charges,1_0.02,1300,methanol,9.0928,0.0,,,,init
416,COGWEB_clean_min_charges,1_0.02,1450,methanol,8.4684,0.0,,,,init
417,COGWEB_clean_min_charges,1_0.02,1600,methanol,9.0537,0.0,,,,init
418,COGWEB_clean_min_charges,1_0.02,1684,methanol,9.0537,0.0,,,,init
419,COGWEB_clean_min_charges,1_0.02,1700,methanol,9.2098,0.0,,,,init
420,COGWEB_clean_min_charges,1_0.04,1,CO2,0.0001112441,1.1609e-05,-30.03001,-4.896937,-1.39093,finished
421,COGWEB_clean_min_charges,1_0.04,10,CO2,0.0011860294,5.02677e-05,-30.16185,-52.210925,-15.00316,finished
422,COGWEB_clean_min_charges,1_0.04,100,CO2,0.0116308151,0.0002325746,-30.02944,-510.308308,-146.33163,finished
423,COGWEB_clean_min_charges,1_0.04,1000,CO2,0.1093322868,0.0014707927,-29.61711,-4767.542876,-1353.41087,finished
424,COGWEB_clean_min_charges,1_0.04,5000,CO2,0.4474950777,0.0073318832,-27.955,-19137.796167,-5158.47885,finished
425,COGWEB_clean_min_charges,1_0.04,10000,CO2,0.7531868134,0.0046293542,-26.40875,-31569.015172,-8046.18884,finished
426,COGWEB_clean_min_charges,1_0.04,25000,CO2,1.3994834257,0.0052847858,-24.09879,-56195.260238,-12565.37411,finished
427,COGWEB_clean_min_charges,1_0.04,50000,CO2,2.3000594745,0.009772527,-23.30311,-88296.291542,-16961.56971,finished
428,COGWEB_clean_min_charges,1_0.04,66700,CO2,2.8420047535,0.0084421307,-23.4363,-106928.492467,-19132.68393,finished
429,COGWEB_clean_min_charges,1_0.04,75000,CO2,3.1069785416,0.0130288516,-23.60418,-115907.905786,-20109.22966,finished
430,COGWEB_clean_min_charges,1_0.04,100000,CO2,3.8360420621,0.0084984815,-23.9695,-140437.077589,-22813.85340,finished
431,COGWEB_clean_min_charges,1_0.04,250000,CO2,6.7335549942,0.0,,,,run
432,COGWEB_clean_min_charges,1_0.04,500000,CO2,8.6394,0.0,,,,init
433,COGWEB_clean_min_charges,1_0.04,750000,CO2,8.9823,0.0,,,,init
434,COGWEB_clean_min_charges,1_0.04,1000000,CO2,9.9707,0.0,,,,init
435,COGWEB_clean_min_charges,1_0.04,1,methanol,0.0009582791,0.0001391802,-39.5229,-35.141644,-40.12789,finished
436,COGWEB_clean_min_charges,1_0.04,10,methanol,0.0097259655,0.0004580147,-39.8102,-354.928432,-406.47290,finished
437,COGWEB_clean_min_charges,1_0.04,100,methanol,0.1026696574,0.0074237106,-40.38573,-3699.285871,-4100.57760,finished
438,COGWEB_clean_min_charges,1_0.04,200,methanol,0.2422008734,0.0372371157,-41.71761,-8634.271907,-8734.44526,finished
439,COGWEB_clean_min_charges,1_0.04,300,methanol,0.4314836726,0.0698254743,-42.88815,-15241.178302,-13686.37805,finished
440,COGWEB_clean_min_charges,1_0.04,400,methanol,0.8284085855,0.2495578992,-44.21403,-28789.441366,-21446.49081,finished
441,COGWEB_clean_min_charges,1_0.04,500,methanol,1.4996477608,0.2872713939,-45.23689,-50864.133797,-33311.50544,finished
442,COGWEB_clean_min_charges,1_0.04,750,methanol,6.0201572402,0.0,,,,run
443,COGWEB_clean_min_charges,1_0.04,1000,methanol,7.7670608214,0.0,,,,run
444,COGWEB_clean_min_charges,1_0.04,1150,methanol,8.6805550614,0.0,,,,run
445,COGWEB_clean_min_charges,1_0.04,1300,methanol,8.7714,0.0,,,,init
446,COGWEB_clean_min_charges,1_0.04,1450,methanol,7.8883,0.0,,,,init
447,COGWEB_clean_min_charges,1_0.04,1600,methanol,8.5947,0.0,,,,init
448,COGWEB_clean_min_charges,1_0.04,1684,methanol,8.7125,0.0,,,,init
449,COGWEB_clean_min_charges,1_0.04,1700,methanol,9.2423,0.0,,,,init
450,COGWEB_clean_min_charges,0,1,CO2,0.000185684,1.86673e-05,-32.25187,-8.426866,-3.07178,finished
451,COGWEB_clean_min_charges,0,10,CO2,0.0019317477,1.56349e-05,-32.31038,-87.741240,-32.13575,finished
452,COGWEB_clean_min_charges,0,100,CO2,0.0194573354,0.0002602929,-32.25681,-883.666254,-323.07466,finished
453,COGWEB_clean_min_charges,0,1000,CO2,0.1731397556,0.0020524055,-31.61678,-7811.309481,-2812.83184,finished
454,COGWEB_clean_min_charges,0,5000,CO2,0.6250564585,0.0033675301,-28.94593,-27480.630554,-9309.03761,finished
455,COGWEB_clean_min_charges,0,10000,CO2,0.9783064531,0.0053872111,-26.93328,-41974.128194,-13324.84966,finished
456,COGWEB_clean_min_charges,0,25000,CO2,1.7243528829,0.0063545057,-24.66072,-70393.576568,-19402.34377,finished
457,COGWEB_clean_min_charges,0,50000,CO2,2.7947853809,0.0117712616,-24.42247,-108883.349997,-25733.00968,finished
458,COGWEB_clean_min_charges,0,66700,CO2,3.4365720876,0.0128288126,-24.83019,-131463.580441,-29189.11302,finished
459,COGWEB_clean_min_charges,0,75000,CO2,3.7388795801,0.0128144465,-25.00603,-141983.932729,-30791.01344,finished
